iso3,year,inflation_cpi
PRT,1982,21.67928
PRT,1983,24.00276
PRT,1984,28.38464
PRT,1985,19.46141
PRT,1986,12.33133
PRT,1987,9.634831
PRT,1988,10.10163
PRT,1989,12.6863
PRT,1990,13.63057
PRT,1991,11.84948
PRT,1992,9.55926
PRT,1993,6.78378
PRT,1994,5.42044
PRT,1995,4.222816
PRT,1996,3.068977
PRT,1997,2.336863
PRT,1998,2.572752
PRT,1999,2.340095
PRT,2000,2.85303
PRT,2001,4.369903
PRT,2002,3.600347
PRT,2003,3.218991
PRT,2004,2.365362
PRT,2005,2.277164
PRT,2006,3.107666
PRT,2007,2.453965
PRT,2008,2.588506
PRT,2009,-0.83553
PRT,2010,1.402573
PRT,2011,3.653011
PRT,2012,2.773339
PRT,2013,0.2744167
PRT,2014,-0.2781534
PRT,2015,0.4879386
PRT,2016,0.6073971
PRT,2017,1.368614
PRT,2018,0.9937157
PRT,2019,0.3381784
PRT,2020,-0.01243833
PRT,2021,1.265657
PRT,2022,7.832691
PRT,2023,4.311282
SVK,1980,
SVK,1981,
SVK,1982,
SVK,1983,
SVK,1984,
SVK,1985,
SVK,1986,
SVK,1987,
SVK,1988,
SVK,1989,
SVK,1990,
SVK,1991,
SVK,1992,9.893497
SVK,1993,23.28703
SVK,1994,13.41552
SVK,1995,9.841098
SVK,1996,5.775833
SVK,1997,6.141988
SVK,1998,6.665648
SVK,1999,10.57045
SVK,2000,12.03578
SVK,2001,7.329631
SVK,2002,3.127133
SVK,2003,8.554143
SVK,2004,7.548501
SVK,2005,2.709085
SVK,2006,4.483331
SVK,2007,2.756724
SVK,2008,4.59818
SVK,2009,1.615105
SVK,2010,0.9570181
SVK,2011,3.919286
SVK,2012,3.606103
SVK,2013,1.400474
SVK,2014,-0.07616533
SVK,2015,-0.3252198
SVK,2016,-0.5200102
SVK,2017,1.311946
SVK,2018,2.514037
SVK,2019,2.664561
SVK,2020,1.936941
SVK,2021,3.149606
SVK,2022,12.77415
SVK,2023,10.53195
SVN,1980,
SVN,1981,42.62295
SVN,1982,30.11255
SVN,1983,40.21349
SVN,1984,53.67198
SVN,1985,79.40636
SVN,1986,95.8865
SVN,1987,132.0727
SVN,1988,198.7537
SVN,1989,1281.444
SVN,1990,552.0835
SVN,1991,114.8329
SVN,1992,209.9338
SVN,1993,31.76213
SVN,1994,20.99182
SVN,1995,13.46372
SVN,1996,9.864456
SVN,1997,8.359679
SVN,1998,7.891166
SVN,1999,6.155588
SVN,2000,8.911745
SVN,2001,8.379666
SVN,2002,7.480778
SVN,2003,5.544164
SVN,2004,3.592976
SVN,2005,2.451501
SVN,2006,2.457924
SVN,2007,3.657496
SVN,2008,5.647424
SVN,2009,0.8392622
SVN,2010,1.80117
SVN,2011,1.802852
SVN,2012,2.597414
SVN,2013,1.769201
SVN,2014,0.1993438
SVN,2015,-0.5255523
SVN,2016,-0.05499954
SVN,2017,1.429107
SVN,2018,1.738609
SVN,2019,1.630523
SVN,2020,-0.05485681
SVN,2021,1.917065
SVN,2022,8.833699
SVN,2023,7.446877
SWE,1980,13.70632
SWE,1981,12.10394
SWE,1982,8.589185
SWE,1983,8.873021
SWE,1984,8.044243
SWE,1985,7.372575
SWE,1986,4.23591
SWE,1987,4.188571
SWE,1988,5.824899
SWE,1989,6.443276
SWE,1990,10.36655
SWE,1991,9.444628
SWE,1992,2.374367
SWE,1993,4.728173
SWE,1994,2.158138
SWE,1995,2.455149
SWE,1996,0.533132
SWE,1997,0.6584103
SWE,1998,-0.2671327
SWE,1999,0.4621758
SWE,2000,0.8991438
SWE,2001,2.405958
SWE,2002,2.158482
SWE,2003,1.925655
SWE,2004,0.3736598
SWE,2005,0.4531709
SWE,2006,1.360215
SWE,2007,2.212169
SWE,2008,3.437049
SWE,2009,-0.4944606
SWE,2010,1.157988
SWE,2011,2.961151
SWE,2012,0.8883775
SWE,2013,-0.04429297
SWE,2014,-0.1796385
SWE,2015,-0.04678474
SWE,2016,0.9842693
SWE,2017,1.794499
SWE,2018,1.953535
SWE,2019,1.784151
SWE,2020,0.4973673
SWE,2021,2.163197
SWE,2022,8.369291
SWE,2023,8.548625
USA,1980,13.5492
USA,1981,10.33471
USA,1982,6.131427
USA,1983,3.212435
USA,1984,4.300536
USA,1985,3.545644
USA,1986,1.898048
USA,1987,3.664563
USA,1988,4.077741
USA,1989,4.827003
USA,1990,5.397956
USA,1991,4.234964
USA,1992,3.02882
USA,1993,2.951657
USA,1994,2.607442
USA,1995,2.80542
USA,1996,2.931204
USA,1997,2.33769
USA,1998,1.552279
USA,1999,2.188027
USA,2000,3.376857
USA,2001,2.826171
USA,2002,1.586032
USA,2003,2.270095
USA,2004,2.677237
USA,2005,3.392747
USA,2006,3.225944
USA,2007,2.852673
USA,2008,3.8391
USA,2009,-0.3555463
USA,2010,1.640043
USA,2011,3.156842
USA,2012,2.069337
USA,2013,1.464833
USA,2014,1.622223
USA,2015,0.1186271
USA,2016,1.261583
USA,2017,2.13011
USA,2018,2.442583
USA,2019,1.81221
USA,2020,1.233584
USA,2021,4.697859
USA,2022,8.0028
USA,2023,4.116338
